transaction_id,cashier_id,register_id,event_time,gross_amount,net_amount,tax_amount,total_amount
9751,6767,2,15:23:53,40,40,0,40
9347,20000,10002,15:25:35,50.23,50.23,0,50.23
9348,20000,10003,15:26:18,42.52,41,0,41
9752,6767,2,15:26:25,40,40,0,40
9754,6767,2,15:28:47,20,20,0,20
9755,6767,2,15:28:57,42.13,45.18,3.05,45.18
9756,6767,2,15:29:25,7.07,7.58,0.51,7.58
9757,6767,2,15:29:51,20,20,0,20
9349,20000,10005,15:32:26,84.51,84.51,0,84.51
9758,6767,2,15:33:01,3.08,3.19,0.11,3.19
9350,20000,10005,15:38:28,76.65,76.65,0,76.65
9759,6767,2,15:40:45,12.78,13.71,0.93,13.71
9351,20000,10004,15:40:59,53.4,53.4,0,53.4
9352,20000,10002,15:41:04,27.23,27.23,0,27.23
9760,6767,2,15:42:35,0.75,0.8,0.05,0.8
9353,20000,10005,15:46:53,70.4,70.01,0,70.01
9761,6767,2,15:47:22,12.39,13.29,0.9,13.29
9762,6767,2,15:49:56,13.38,13.63,0.25,13.63
9763,6767,2,15:50:49,1.98,2.12,0.14,2.12
9764,6767,2,15:53:06,32.29,32.46,0.17,32.46
9765,6767,2,15:54:08,33.57,34.93,2.36,34.93
9766,6767,2,15:56:18,32.29,32.46,0.17,32.46
9354,20000,10005,15:57:21,73.62,73.09,0,73.09
9355,20000,10004,15:59:57,64.15,64.15,0,64.15
9356,20000,10001,16:02:50,47.7,46,0,46
9767,6767,2,16:03:09,1.87,2.01,0.14,2.01
9357,20000,10003,16:04:12,47.57,47,0,47
9768,6767,2,16:06:24,27.41,29.4,1.99,29.4
9358,20000,10005,16:10:12,43.36,43.36,0,43.36
9359,20000,10003,16:11:18,55.93,55.93,0,55.93
9769,6767,2,16:15:46,34.28,28.61,1.83,28.61
9360,20000,10003,16:16:58,66.74,66.74,0,66.74
9770,6767,2,16:18:49,1.64,1.76,0.12,1.76
9771,6767,2,16:19:20,0.5,0.51,0.01,0.51
9361,20000,10003,16:21:01,44.46,44.46,0,44.46
9362,20000,10005,16:21:51,37.61,36.72,0,36.72
9773,6767,2,16:21:53,20,20,0,20
9774,6767,2,16:23:03,3.09,3.31,0.22,3.31
9775,6767,2,16:23:33,20,20,0,20
9363,20000,10001,16:24:18,50,50,0,50
9776,6767,2,16:25:44,2.79,2.99,0.2,2.99
9364,20000,10002,16:27:47,26.95,26.95,0,26.95
9777,6767,2,16:28:01,1.87,2.01,0.14,2.01
9778,6767,2,16:28:52,4.98,5.34,0.36,5.34
9779,6767,2,16:32:33,22.38,15.96,1.08,15.96
9780,6767,2,16:36:49,16.04,16.67,1.13,16.67
9781,6767,2,16:37:28,49.16,48.01,3.25,48.01
9782,6767,2,16:39:33,2.89,3.1,0.21,3.1
9365,20000,10003,16:39:44,125,125,0,125
9366,20000,10005,16:40:24,74,74,0,74
9367,20000,10001,16:41:06,20.26,20.02,0,20.02
9783,6767,2,16:45:20,4.14,4.44,0.3,4.44
9368,20000,10004,16:48:06,66.05,64.48,0,64.48
9369,20000,10003,16:50:59,40,40,0,40
9784,6767,2,16:51:11,2.97,3.19,0.22,3.19
9785,6767,2,16:53:31,5.99,6.42,0.43,6.42
9786,6767,2,16:53:56,11.09,11.17,0.08,11.17
9787,6767,2,16:56:04,46.95,50.35,3.4,50.35
9788,6767,2,16:56:38,11.09,11.17,0.08,11.17
9789,6767,2,16:57:24,16.17,17.34,1.17,17.34
9370,20000,10005,16:58:52,60.97,60.97,0,60.97
9790,6767,2,17:04:23,20,20,0,20
9791,6767,2,17:06:27,20.24,20,0,20
9792,6767,2,17:07:00,19.11,20,0.89,20
9793,6767,2,17:08:27,19.11,20,0.89,20
9371,20000,10004,17:10:17,37.89,37.89,0,37.89
9794,6767,2,17:11:08,6.79,7.28,0.49,7.28
9372,20000,10001,17:11:31,71.71,70.01,0,70.01
9795,6767,2,17:13:58,4.49,4.82,0.33,4.82
9373,20000,10003,17:19:04,61.49,61.49,0,61.49
9374,20000,10005,17:19:14,40.14,39.86,0,39.86
9796,6767,2,17:19:25,4.26,4.57,0.31,4.57
9797,6767,2,17:20:50,4.08,4.38,0.3,4.38
9375,20000,10004,17:21:00,116.83,116.83,0,116.83
9798,6767,2,17:22:14,6.47,6.53,0.06,6.53
9799,6767,2,17:23:32,15,15,0,15
9800,6767,2,17:24:47,15,15,0,15
9801,6767,2,17:26:26,15.27,16.38,1.11,16.38
9376,20000,10005,17:26:59,40.75,40.75,0,40.75
9802,6767,2,17:29:56,5.98,6.41,0.43,6.41
9803,6767,2,17:30:29,-5.98,-6.41,-0.43,-6.41
9804,6767,2,17:30:43,5.98,6.41,0.43,6.41
9806,6767,2,17:32:14,6.69,7.18,0.49,7.18
9377,20000,10003,17:32:48,42.01,41.01,0,41.01
9378,20000,10005,17:34:14,73,73,0,73
9807,6767,2,17:35:21,40,40,0,40
9379,20000,10003,17:35:56,43.9,42.86,0,42.86
9808,6767,2,17:37:08,28.57,29.92,1.35,29.92
9809,6767,2,17:38:24,40,40,0,40
9810,6767,2,17:38:57,7.78,8.34,0.56,8.34
9811,6767,2,17:39:50,28.57,29.92,1.35,29.92
9812,6767,2,17:42:48,77.57,79.57,2,79.57
9813,6767,2,17:45:56,77.57,78.5,1.93,78.5
9380,20000,10004,17:48:07,33.6,33.6,0,33.6
9814,6767,2,17:48:39,0.5,0.51,0.01,0.51
9381,20000,10003,17:49:50,30.01,30.01,0,30.01
9815,6767,2,17:50:33,1.87,2.01,0.14,2.01
9816,6767,2,17:50:55,29.77,31.93,2.16,31.93
9817,6767,2,17:52:35,5,5,0,5
9382,20000,10002,17:53:17,24,24,0,24
9818,6767,2,17:54:08,5,5,0,5
9819,6767,2,17:55:11,17.22,18.47,1.25,18.47
9383,20000,10004,17:55:50,41.31,41.31,0,41.31
9384,20000,10003,17:56:21,83.51,83.51,0,83.51
9385,20000,10002,17:56:56,50.53,50.53,0,50.53
9820,6767,2,17:57:45,3.38,3.41,0.03,3.41
9821,6767,2,18:08:38,1.89,1.91,0.02,1.91
9822,6767,2,18:11:42,1.87,2.01,0.14,2.01
9823,6767,2,18:14:16,107.56,109.44,2.88,109.44
9386,20000,10004,18:14:48,112.87,112.87,0,112.87
9387,20000,10005,18:15:14,23.9,23.9,0,23.9
9824,6767,2,18:15:38,1.79,1.92,0.13,1.92
9825,6767,2,18:18:10,25.58,27,1.42,27
9388,20000,10002,18:19:11,45.12,45.12,0,45.12
9827,6767,2,18:21:18,5,5,0,5
9389,20000,10003,18:22:09,47.66,47.32,0,47.32
9828,6767,2,18:22:38,3.78,3.82,0.04,3.82
9830,6767,2,18:25:26,20,20,0,20
9832,6767,2,18:27:16,20,20,0,20
9833,6767,2,18:28:28,24.26,26.02,1.76,26.02
9390,20000,10002,18:29:19,30.74,30,0,30
9834,6767,2,18:29:23,52.78,56.61,3.83,56.61
9835,6767,2,18:30:35,15,15,0,15
9836,6767,2,18:31:53,2.79,2.99,0.2,2.99
9837,6767,2,18:32:28,15,15,0,15
9391,20000,10005,18:32:41,40.1,40.1,0,40.1
9838,6767,2,18:33:27,17.91,18,0.09,18
9392,20000,10004,18:34:56,47.81,46.93,0,46.93
9839,6767,2,18:35:14,4.08,4.38,0.3,4.38
9840,6767,2,18:35:47,24.58,25.29,1.71,25.29
9841,6767,2,18:36:30,17.91,18,0.09,18
9842,6767,2,18:36:44,44.97,48.23,3.26,48.23
9843,6767,2,18:37:45,3,3,0,3
9393,20000,10003,18:38:32,50.01,50.01,0,50.01
9844,6767,2,18:39:06,3,3,0,3
9845,6767,2,18:39:20,9.99,10.71,0.72,10.71
9846,6767,2,18:40:31,17.62,10.85,0.73,10.85
9394,20000,10004,18:40:50,102.46,100.02,0,100.02
9395,20000,10005,18:43:05,34.21,33.57,0,33.57
9847,6767,2,18:44:01,53.38,53.63,0.25,53.63
9396,20000,10001,18:44:58,55.8,55.13,0,55.13
9848,6767,2,18:45:28,4.28,4.4,0.12,4.4
9849,6767,2,18:46:54,53.98,53.63,0.25,53.63
9397,20000,10005,18:48:11,44.33,43.27,0,43.27
9852,6767,2,18:53:48,4.58,4.91,0.33,4.91
9398,20000,10004,18:54:01,45.54,45,0,45
9399,20000,10004,18:56:58,19.03,18.81,0,18.81
9400,20000,10002,18:58:49,40.5,40.02,0,40.02
9401,20000,10004,19:01:43,19.52,19.52,0,19.52
9854,6767,2,19:01:46,11.67,12.52,0.85,12.52
9855,6767,2,19:02:49,6.69,7.18,0.49,7.18
9402,20000,10001,19:03:19,49.06,49.06,0,49.06
9856,6767,2,19:07:46,30.99,31.79,0.8,31.79
9857,6767,2,19:09:11,30.99,31.79,0.8,31.79
9858,6767,2,19:09:32,2.19,2.35,0.16,2.35
9403,20000,10003,19:11:03,66.5,66.02,0,66.02
9404,20000,10002,19:11:26,59.2,59.2,0,59.2
9859,6767,2,19:13:28,33.68,36.12,2.44,36.12
9860,6767,2,19:14:21,15,15,0,15
9405,20000,10001,19:14:47,15.15,15.15,0,15.15
9861,6767,2,19:14:51,5.18,5.56,0.38,5.56
9862,6767,2,19:17:53,1.79,1.92,0.13,1.92
9406,20000,10001,19:22:44,65.23,65.23,0,65.23
9863,6767,2,19:22:46,13.95,14.96,1.01,14.96
9864,6767,2,19:26:11,36.99,39.67,2.68,39.67
9865,6767,2,19:26:29,5.58,5.98,0.4,5.98
9866,6767,2,19:26:54,2.79,2.99,0.2,2.99
9407,20000,10003,19:27:47,47.47,46.9,0,46.9
9408,20000,10004,19:28:52,70.25,70.25,0,70.25
9867,6767,2,19:29:00,20.96,22.29,1.33,22.29
9868,6767,2,19:30:04,7,7,0,7
9869,6767,2,19:30:20,23.98,25.72,1.74,25.72
9870,6767,2,19:30:58,7,7,0,7
9871,6767,2,19:34:03,20.98,22.5,1.52,22.5
9872,6767,2,19:36:09,6.47,6.94,0.47,6.94
9409,20000,10004,19:37:05,12,12,0,12
9873,6767,2,19:39:00,16.65,17.86,1.21,17.86
